Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
203,Scoot Henderson,PG,19,POR,43,16,27.0,4.4,11.8,.375,1.2,3.9,.310,3.2,7.9,.408,.427,2.8,3.4,.818,0.9,2.1,3.0,4.7,0.6,0.2,3.0,3.0,12.9,hendesc01
204,Taylor Hendricks,PF,20,UTA,20,3,16.6,2.1,5.0,.410,1.0,3.0,.317,1.1,2.0,.550,.505,0.4,0.5,.778,1.1,2.4,3.5,0.5,0.7,0.5,0.8,1.5,5.4,hendrita01
205,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8,herroty01
206,Buddy Hield,SF-SG,31,TOT,60,36,26.9,4.7,10.5,.445,2.8,7.1,.390,1.9,3.3,.563,.578,0.5,0.6,.838,0.6,2.6,3.2,3.1,0.9,0.5,1.3,2.2,12.6,hieldbu01
206,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,hieldbu01
206,Buddy Hield,SG,31,PHI,8,8,34.6,6.3,13.8,.455,3.8,8.9,.423,2.5,4.9,.513,.591,0.4,0.5,.750,0.5,2.9,3.4,5.6,1.0,0.1,2.3,3.4,16.6,hieldbu01
207,Haywood Highsmith,PF,27,MIA,43,24,21.0,2.2,5.0,.437,1.1,3.0,.378,1.1,2.0,.523,.549,0.5,0.6,.808,0.9,2.0,2.9,1.0,1.0,0.5,0.6,2.0,6.0,highsha01
208,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,hintona01
209,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,hodgedm01
210,Aaron Holiday,PG,27,HOU,55,1,17.4,2.6,5.6,.456,1.2,3.0,.410,1.3,2.6,.510,.566,0.7,0.8,.889,0.3,1.5,1.8,1.8,0.5,0.1,0.8,1.6,7.1,holidaa01
211,Jrue Holiday,PG,33,BOS,53,53,33.3,5.0,10.4,.479,2.0,4.6,.443,2.9,5.8,.508,.577,1.1,1.3,.824,1.3,4.4,5.7,4.8,0.8,0.7,1.9,1.7,13.0,holidjr01
212,Justin Holiday,SG,34,DEN,35,9,14.2,1.4,3.1,.444,0.9,2.2,.395,0.5,0.9,.563,.583,0.1,0.1,.750,0.2,1.0,1.2,1.0,0.6,0.1,0.2,1.3,3.7,holidju01
213,Richaun Holmes,C-PF,30,TOT,28,2,10.4,1.5,2.8,.551,0.0,0.0,,1.5,2.8,.551,.551,0.6,0.9,.615,1.3,2.0,3.3,0.6,0.1,0.4,0.5,1.4,3.6,holmeri01
213,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,holmeri01
213,Richaun Holmes,PF,30,WAS,5,0,10.8,2.0,3.8,.526,0.0,0.0,,2.0,3.8,.526,.526,0.8,1.0,.800,0.8,2.0,2.8,0.2,0.2,0.2,0.4,1.2,4.8,holmeri01
214,Chet Holmgren,C,21,OKC,58,58,30.1,6.4,11.9,.542,1.7,4.3,.401,4.7,7.6,.623,.615,2.5,3.2,.777,1.6,6.2,7.8,2.7,0.7,2.7,1.7,2.6,17.1,holmgch01
215,Jalen Hood-Schifino,SG,20,LAL,19,0,5.4,0.5,2.2,.244,0.1,0.7,.154,0.4,1.5,.286,.268,0.6,0.9,.611,0.1,0.5,0.6,0.4,0.2,0.1,0.5,0.7,1.7,hoodsja01
216,Al Horford,C,37,BOS,48,22,27.0,3.0,6.1,.491,1.5,3.8,.404,1.4,2.3,.639,.619,0.4,0.4,.850,1.3,5.4,6.6,2.7,0.5,1.0,0.7,1.5,7.9,horfoal01
217,Talen Horton-Tucker,PG,23,UTA,37,11,19.9,3.7,9.1,.409,1.1,3.4,.325,2.6,5.7,.460,.470,1.8,2.2,.795,0.5,1.9,2.5,3.8,1.0,0.3,1.5,1.9,10.4,hortota01
218,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,houseda01
219,Caleb Houstan,SF,21,ORL,42,9,15.4,1.6,4.0,.401,1.4,3.7,.385,0.2,0.3,.636,.581,0.4,0.5,.773,0.5,1.1,1.7,0.6,0.3,0.0,0.4,1.2,5.0,houstca01
220,Jett Howard,SF,20,ORL,13,0,3.8,0.6,1.7,.364,0.4,1.3,.294,0.2,0.4,.600,.477,0.2,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.2,0.2,1.8,howarje01
221,Kevin Huerter,SG,25,SAC,55,50,25.3,4.2,9.2,.455,2.1,5.7,.373,2.1,3.5,.585,.569,0.7,0.8,.800,0.6,3.1,3.7,2.6,0.7,0.4,0.8,2.1,11.1,huertke01
222,Jay Huff,C,25,DEN,11,0,2.7,0.5,0.9,.500,0.2,0.6,.286,0.3,0.3,1.000,.600,0.2,0.2,1.000,0.1,0.5,0.6,0.1,0.1,0.0,0.1,0.6,1.3,huffja01
223,De'Andre Hunter,SF,26,ATL,34,24,28.3,5.1,10.6,.478,1.9,4.6,.418,3.1,6.0,.525,.569,3.2,3.6,.894,0.6,3.4,4.0,1.3,0.8,0.4,1.4,2.8,15.4,huntede01
224,Matthew Hurt,PF,23,MEM,4,0,15.3,1.5,4.5,.333,0.5,2.5,.200,1.0,2.0,.500,.389,0.8,0.8,1.000,1.3,0.8,2.0,0.8,0.0,0.3,0.0,0.8,4.3,hurtma01
225,Bones Hyland,PG,23,LAC,19,2,13.2,2.3,6.3,.367,1.1,3.4,.313,1.3,2.9,.429,.450,0.5,0.6,.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2,hylanbo01
226,Joe Ingles,SF,36,ORL,45,0,17.4,1.6,3.8,.415,1.1,2.6,.415,0.5,1.2,.415,.558,0.4,0.5,.857,0.4,1.9,2.3,3.0,0.7,0.1,0.9,1.5,4.6,inglejo01
227,Brandon Ingram,SF,26,NOP,53,53,33.5,8.0,16.4,.490,1.5,4.0,.363,6.6,12.4,.530,.534,4.0,5.0,.795,0.7,4.3,5.0,5.8,0.8,0.6,2.7,2.3,21.5,ingrabr01
228,Kyrie Irving,SG,31,DAL,36,36,34.1,9.8,19.8,.493,3.0,7.1,.427,6.7,12.7,.530,.570,3.3,3.7,.886,0.8,4.5,5.2,5.3,1.3,0.5,1.6,1.9,25.8,irvinky01
229,Jonathan Isaac,PF,26,ORL,40,1,14.8,2.3,4.8,.479,0.5,1.7,.299,1.8,3.1,.577,.532,1.1,1.6,.710,1.3,3.0,4.2,0.5,0.7,1.2,0.5,1.1,6.2,isaacjo01
230,Jaden Ivey,SG,21,DET,54,38,27.9,5.3,11.8,.447,1.5,4.3,.358,3.7,7.5,.499,.513,3.0,4.0,.739,1.2,2.3,3.6,3.7,0.7,0.6,2.4,2.8,15.1,iveyja01
231,Andre Jackson Jr.,SG,22,MIL,46,8,10.8,1.0,1.9,.529,0.3,0.9,.375,0.7,1.0,.660,.615,0.2,0.2,.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.8,2.5,jacksan01
232,GG Jackson II,PF,19,MEM,25,1,19.8,3.8,8.9,.432,1.7,4.5,.381,2.1,4.4,.486,.529,1.7,2.5,.677,1.0,2.6,3.5,0.8,0.5,0.6,0.9,1.2,11.1,jacksgg01
233,Isaiah Jackson,C,22,IND,45,3,13.6,2.8,4.2,.661,0.0,0.1,.000,2.8,4.1,.676,.661,1.3,1.9,.714,1.4,2.6,4.0,0.9,0.6,1.1,0.7,2.6,6.9,jacksis01
234,Jaren Jackson Jr.,C,24,MEM,53,53,31.8,7.7,17.2,.445,1.8,5.6,.326,5.8,11.6,.503,.498,5.1,6.2,.818,1.2,4.2,5.4,2.2,1.1,1.5,2.4,3.5,22.2,jacksja02
235,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacksju01
236,Reggie Jackson,PG,33,DEN,58,16,23.0,4.3,9.4,.453,1.3,3.5,.361,3.0,5.9,.507,.520,0.9,1.2,.776,0.4,1.6,2.0,3.9,0.6,0.2,1.3,1.8,10.7,jacksre01
237,Trayce Jackson-Davis,PF,23,GSW,44,3,12.8,2.8,4.0,.688,0.0,0.0,,2.8,4.0,.688,.688,1.0,1.8,.584,1.7,2.3,4.0,0.9,0.3,0.8,0.6,1.6,6.5,jackstr02
238,LeBron James,PF,39,LAL,51,51,34.9,9.4,18.0,.524,2.1,5.3,.401,7.3,12.7,.576,.583,4.0,5.4,.736,0.9,6.3,7.2,7.9,1.3,0.6,3.2,1.2,25.0,jamesle01
239,Jaime Jaquez Jr.,SF,22,MIA,52,17,29.6,5.0,10.1,.494,0.9,2.8,.320,4.1,7.3,.562,.539,2.0,2.4,.819,1.3,2.7,3.9,2.6,1.1,0.2,1.7,2.3,12.9,jaqueja01
240,DaQuan Jeffries,SG,26,NYK,13,0,2.6,0.4,1.1,.357,0.1,0.5,.143,0.3,0.5,.571,.393,0.0,0.2,.000,0.0,0.4,0.4,0.2,0.0,0.0,0.1,0.2,0.8,jeffrda01
241,Trey Jemison,C,24,TOT,9,3,15.7,1.9,4.0,.472,0.0,0.0,,1.9,4.0,.472,.472,0.7,0.8,.857,1.7,1.8,3.4,0.8,0.4,1.1,1.0,2.6,4.4,jemistr01
241,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,jemistr01
241,Trey Jemison,C,24,MEM,7,3,20.0,2.4,5.1,.472,0.0,0.0,,2.4,5.1,.472,.472,0.9,1.0,.857,2.1,2.1,4.3,1.0,0.6,1.4,1.1,3.3,5.7,jemistr01
242,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,jeromty01
243,Isaiah Joe,SG,24,OKC,54,0,18.5,2.9,6.1,.470,1.9,4.5,.426,1.0,1.7,.589,.625,0.6,0.7,.846,0.4,1.9,2.3,1.2,0.6,0.3,0.6,1.2,8.3,joeis01
244,Cameron Johnson,PF,27,BRK,45,41,27.8,4.9,10.9,.447,2.3,6.1,.385,2.5,4.8,.525,.554,1.2,1.6,.753,1.0,3.5,4.5,2.5,0.8,0.3,0.9,1.9,13.3,johnsca02
245,Jalen Johnson,SF,22,ATL,44,41,34.2,6.4,12.2,.524,1.2,3.4,.349,5.2,8.8,.592,.573,1.9,2.6,.730,1.3,7.5,8.8,3.5,1.2,0.9,1.8,2.6,15.9,johnsja05
246,James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8,johnsja01
247,Keldon Johnson,SF,24,SAS,55,26,29.5,5.8,12.8,.450,1.7,5.1,.337,4.1,7.7,.526,.518,2.6,3.3,.779,1.4,4.1,5.5,3.0,0.8,0.3,1.5,2.3,15.9,johnske04
248,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0,johnske07
249,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,johnske08
250,Nikola Jokić,C,28,DEN,56,56,33.9,10.3,17.6,.583,1.1,3.0,.351,9.2,14.6,.630,.613,4.5,5.6,.814,2.9,9.3,12.3,9.3,1.2,0.9,2.9,2.6,26.1,jokicni01
251,Colby Jones,SG,21,SAC,17,0,7.1,1.0,2.7,.370,0.1,0.8,.077,0.9,1.9,.485,.380,0.1,0.3,.400,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.2,jonesco02
252,Damian Jones,C,28,CLE,25,0,6.0,0.7,1.3,.531,0.1,0.3,.286,0.6,1.0,.600,.563,0.4,0.4,.909,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.8,jonesda03
253,Derrick Jones Jr.,SF,26,DAL,53,47,24.6,3.3,6.9,.484,1.2,3.4,.341,2.2,3.5,.625,.568,1.3,1.8,.734,1.1,2.4,3.5,1.0,0.8,0.7,0.9,1.7,9.2,jonesde02
254,Herbert Jones,SF,25,NOP,54,54,29.3,4.1,7.9,.510,1.5,3.6,.430,2.5,4.4,.576,.607,1.8,2.1,.856,1.1,2.6,3.7,2.5,1.3,0.8,1.2,2.9,11.4,joneshe01
255,Tre Jones,PG,24,SAS,54,25,26.2,3.8,7.5,.509,0.7,2.3,.309,3.1,5.3,.595,.555,1.4,1.6,.869,0.7,2.6,3.3,5.9,1.0,0.1,1.5,1.2,9.7,jonestr01
256,Tyus Jones,PG,27,WAS,58,58,29.2,5.1,10.3,.497,1.6,3.8,.427,3.5,6.5,.538,.575,0.5,0.6,.784,0.3,2.5,2.8,7.2,1.1,0.3,0.9,0.8,12.3,jonesty01
257,DeAndre Jordan,C,35,DEN,29,1,11.3,1.7,2.6,.632,0.0,0.0,,1.7,2.6,.632,.632,0.8,1.7,.449,1.7,2.9,4.6,0.7,0.2,0.4,0.7,1.7,4.1,jordade01
258,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,josepco01
259,Nikola Jović,PF,20,MIA,24,16,16.7,2.1,4.8,.435,1.2,2.5,.467,0.9,2.3,.400,.557,0.6,1.1,.538,0.7,3.3,4.0,1.8,0.3,0.3,0.9,1.8,5.9,jovicni01
260,Johnny Juzang,SG,22,UTA,3,0,3.0,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,juzanjo01
261,Luke Kennard,SG,27,MEM,29,13,24.7,3.5,7.8,.445,2.7,6.0,.448,0.8,1.8,.434,.617,1.1,1.2,.861,0.3,2.6,2.9,2.9,0.5,0.0,1.0,1.1,10.7,kennalu01
262,Walker Kessler,C,22,UTA,51,17,23.3,3.7,5.7,.652,0.1,0.4,.211,3.7,5.4,.682,.659,0.9,1.6,.568,2.5,4.9,7.4,0.9,0.5,2.7,1.0,2.1,8.5,kesslwa01
263,Braxton Key,SF,26,DEN,17,0,3.2,0.4,0.9,.375,0.1,0.2,.250,0.3,0.7,.417,.406,0.2,0.4,.667,0.2,0.6,0.8,0.5,0.1,0.1,0.1,0.3,1.0,keybr01
264,Corey Kispert,SF,24,WAS,56,2,22.8,4.4,9.2,.481,2.1,5.7,.369,2.3,3.5,.660,.594,1.4,1.8,.770,0.3,2.2,2.5,1.7,0.4,0.2,1.1,1.6,12.3,kispeco01
265,Maxi Kleber,C,32,DAL,22,7,22.2,2.0,4.3,.453,0.9,2.5,.364,1.0,1.8,.575,.558,0.7,1.1,.640,0.8,2.8,3.6,1.7,0.4,0.7,0.9,2.0,5.5,klebima01
266,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,knoxke01
267,John Konchar,SF,27,MEM,45,15,19.5,1.5,3.6,.426,0.6,2.0,.297,0.9,1.6,.592,.509,0.3,0.4,.813,1.2,3.1,4.3,1.8,0.8,0.9,0.6,1.2,4.0,konchjo01
268,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,korkmfu01
269,Luke Kornet,C,28,BOS,42,2,14.7,2.1,3.0,.698,0.0,0.0,,2.1,3.0,.698,.698,0.7,0.8,.886,1.8,2.0,3.9,0.9,0.4,1.0,0.4,1.4,4.9,kornelu01
270,Vit Krejci,PG,23,ATL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,krejcvi01
271,Jonathan Kuminga,PF,21,GSW,56,30,25.6,5.9,11.0,.532,0.7,2.3,.310,5.1,8.7,.590,.564,3.0,4.1,.723,1.3,3.5,4.7,2.1,0.7,0.4,1.6,2.1,15.4,kuminjo01
272,Kyle Kuzma,PF,28,WAS,56,56,31.9,8.7,18.9,.458,2.3,6.8,.332,6.4,12.1,.529,.518,2.4,3.1,.778,1.0,5.5,6.5,4.1,0.5,0.7,2.7,2.2,22.1,kuzmaky01
273,Jock Landale,C,28,HOU,32,0,8.9,0.8,2.2,.380,0.1,0.6,.111,0.8,1.7,.472,.394,0.4,0.5,.765,1.2,0.9,2.1,0.7,0.3,0.3,0.4,0.9,2.2,landajo01
274,Jake LaRavia,PF,22,MEM,13,0,12.8,1.6,4.7,.344,0.5,2.3,.200,1.2,2.4,.484,.393,0.4,0.5,.714,0.9,1.0,1.9,0.8,0.3,0.2,0.4,1.7,4.1,laravja01
275,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,lavinza01
276,A.J. Lawson,SG,23,DAL,27,0,8.5,1.4,3.1,.464,0.5,1.5,.325,1.0,1.6,.591,.542,0.4,0.7,.632,0.4,0.8,1.2,0.5,0.3,0.1,0.4,0.7,3.8,lawsoaj01
277,Saben Lee,PG,24,PHO,15,0,7.7,0.9,2.3,.412,0.1,0.7,.100,0.9,1.6,.542,.426,1.5,2.1,.742,0.4,1.1,1.5,1.2,0.5,0.2,0.5,0.4,3.5,leesa01
278,Alex Len,C,30,SAC,23,0,8.6,1.1,1.8,.610,0.0,0.1,.000,1.1,1.7,.658,.610,0.3,0.7,.467,1.2,1.8,3.0,1.0,0.3,0.5,0.6,1.2,2.5,lenal01
279,Kawhi Leonard,SF,32,LAC,51,51,34.3,9.0,17.0,.528,2.2,5.1,.442,6.7,12.0,.564,.593,3.7,4.2,.892,1.2,5.0,6.2,3.7,1.7,0.9,1.7,1.5,23.9,leonaka01
280,Caris LeVert,SG,29,CLE,47,1,27.4,5.1,12.3,.418,1.6,4.9,.328,3.5,7.3,.480,.484,2.2,2.9,.763,0.6,3.2,3.8,4.5,0.9,0.4,1.5,1.7,14.1,leverca01
281,Kira Lewis Jr.,PG,22,TOT,19,0,8.1,0.9,2.8,.315,0.1,1.1,.095,0.8,1.7,.455,.333,0.5,0.6,.909,0.3,0.5,0.8,1.1,0.3,0.1,0.4,0.5,2.4,lewiski01
281,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,lewiski01
281,Kira Lewis Jr.,PG,22,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lewiski01
281,Kira Lewis Jr.,PG,22,UTA,3,0,2.3,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.0,0.3,1.0,0.3,0.0,0.0,0.0,0.7,lewiski01
282,Maxwell Lewis,SF,21,LAL,20,0,3.5,0.2,0.6,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4,lewisma05
283,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,.167,0.0,0.6,.000,0.1,0.1,1.000,.167,0.3,0.3,1.000,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,liddeej01
284,Damian Lillard,PG,33,MIL,54,54,34.8,7.4,17.4,.425,2.9,8.5,.344,4.5,8.9,.502,.509,6.8,7.4,.925,0.5,3.8,4.4,6.8,1.1,0.2,2.6,1.8,24.5,lillada01
285,Nassir Little,SF,23,PHO,34,2,12.5,1.4,3.1,.458,0.6,1.8,.317,0.9,1.4,.638,.547,0.5,0.6,.850,0.4,1.7,2.1,0.6,0.3,0.3,0.4,1.1,3.9,littlna01
286,Dereck Lively II,C,19,DAL,40,38,25.1,4.0,5.5,.739,0.0,0.1,.000,4.0,5.4,.745,.739,0.9,1.7,.530,2.8,4.8,7.6,1.2,0.7,1.5,1.1,2.9,8.9,livelde01
287,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,liveris01
288,Chris Livingston,SF,20,MIL,16,0,4.3,0.4,1.0,.438,0.1,0.2,.333,0.4,0.8,.462,.469,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.3,0.7,1.1,livinch01
289,Kenneth Lofton Jr.,PF,21,TOT,17,0,6.4,0.9,2.5,.349,0.2,0.7,.250,0.7,1.8,.387,.384,0.5,0.9,.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4,loftoke01
289,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,loftoke01
289,Kenneth Lofton Jr.,PF,21,PHI,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,loftoke01
290,Kevon Looney,C,27,GSW,57,36,17.5,2.0,3.3,.602,0.0,0.0,.000,2.0,3.2,.605,.602,0.8,1.1,.694,2.2,4.0,6.2,2.1,0.4,0.4,0.7,2.2,4.7,looneke01
291,Brook Lopez,C,35,MIL,56,56,31.4,4.8,10.0,.481,1.8,5.2,.340,3.1,4.8,.633,.570,1.4,1.7,.839,1.5,3.9,5.5,1.6,0.6,2.7,0.9,2.5,12.8,lopezbr01
292,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,lopezro01
293,Kevin Love,PF,35,MIA,47,5,17.5,2.9,6.5,.443,1.6,4.5,.349,1.3,2.0,.656,.564,1.7,2.2,.779,1.1,5.1,6.2,2.2,0.3,0.2,0.8,1.8,9.0,loveke01
294,Kyle Lowry,PG,37,TOT,40,35,27.7,2.8,6.4,.433,1.6,4.2,.386,1.2,2.2,.523,.559,0.9,1.1,.837,0.7,2.8,3.4,4.0,1.1,0.4,1.4,2.5,8.0,lowryky01
294,Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,lowryky01
294,Kyle Lowry,PG,37,PHI,3,0,23.0,2.3,4.0,.583,0.7,1.7,.400,1.7,2.3,.714,.667,0.3,0.3,1.000,0.7,2.0,2.7,4.0,1.3,0.0,1.3,1.7,5.7,lowryky01
295,Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,lundyse01
296,Trey Lyles,PF,28,SAC,42,0,19.7,2.5,5.4,.458,1.6,3.9,.402,0.9,1.5,.603,.604,0.8,1.2,.667,1.0,3.5,4.4,1.1,0.3,0.3,0.6,1.5,7.3,lylestr01
297,Théo Maledon,PG,22,TOT,16,1,13.3,1.3,4.3,.290,0.3,1.9,.167,0.9,2.4,.385,.326,0.9,0.9,.933,0.3,1.3,1.5,1.8,0.4,0.0,1.1,1.3,3.7,maledth01
297,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,maledth01
297,Théo Maledon,PG,22,PHO,3,0,4.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,1.0,1.0,1.000,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.0,1.7,maledth01
298,Sandro Mamukelashvili,C,24,SAS,32,0,6.6,1.0,2.2,.437,0.3,1.1,.235,0.7,1.2,.622,.493,0.4,0.5,.706,0.6,1.2,1.8,0.9,0.2,0.3,0.3,0.7,2.6,mamuksa01
299,Terance Mann,SG,27,LAC,50,46,25.4,3.0,6.5,.471,0.9,2.9,.322,2.1,3.5,.593,.543,0.9,1.1,.768,1.3,2.1,3.4,1.9,0.5,0.2,0.7,1.8,7.9,mannte01
300,Tre Mann,PG,22,TOT,20,7,16.4,2.6,5.6,.459,1.1,2.4,.438,1.5,3.2,.476,.554,0.6,0.8,.750,0.4,2.7,3.1,2.7,0.8,0.0,1.1,0.9,6.8,manntr01
300,Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,.500,0.6,1.5,.421,0.9,1.6,.571,.600,0.1,0.1,1.000,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,manntr01
300,Tre Mann,PG,22,CHO,7,7,29.9,4.4,10.1,.437,1.9,4.1,.448,2.6,6.0,.429,.528,1.6,2.1,.733,0.6,4.7,5.3,4.9,1.7,0.0,1.9,2.1,12.3,manntr01
301,Boban Marjanović,C,35,HOU,9,0,5.3,1.1,2.3,.476,0.0,0.2,.000,1.1,2.1,.526,.476,0.3,0.7,.500,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.6,marjabo01
302,Lauri Markkanen,PF,26,UTA,49,49,32.7,7.8,16.1,.487,3.2,8.0,.397,4.7,8.1,.577,.586,4.3,4.8,.886,2.3,6.2,8.4,2.0,0.8,0.5,1.3,1.8,23.1,markkla01
303,Naji Marshall,SF,26,NOP,47,1,18.6,2.5,5.6,.449,0.9,2.3,.370,1.7,3.3,.503,.525,1.3,1.6,.792,0.9,2.5,3.4,2.0,0.7,0.2,1.0,1.5,7.2,marshna01
304,Caleb Martin,SF,28,MIA,41,19,27.0,3.9,8.6,.450,1.2,3.2,.369,2.7,5.4,.498,.519,1.2,1.6,.754,1.2,3.3,4.5,2.1,0.8,0.3,1.2,2.0,10.1,martica02
